OrderID	Date	CustomerID	Product	Quantity	UnitPrice	ShippingAddress	PaymentMethod	OrderStatus	TrackingNumber	ItemsInCart	CouponCode	ReferralSource	TotalPrice	Discount percentage 	Profit 	Discount Amount	Total amount
ORD200672	09 May 2023	C14017	Phone	2	624.16	984 Main St	Debit Card	Shipped	TRK71009446	2	SAVE10	Instagram	1248.32	10	312.08	124.832	1123.488
ORD200676	23 June 2025	C90431	Laptop	2	422.34	985 Main St	Credit Card	Cancelled	TRK44151723	4	FREESHIP50	Instagram	844.68	-50	211.17	50	794.68
ORD200677	03 April 2025	C56722	Tablet	5	22.07	179 Main St	Online	Cancelled	TRK78778569	7	FREESHIP50	Instagram	110.35	-50	27.5875	50	60.35
ORD200679	02 February 2023	C40798	Tablet	3	360.66	304 Main St	Online	Returned	TRK66106697	5	FREESHIP50	Instagram	1081.98	-50	270.495	50	1031.98
ORD200687	13 September 2023	C19742	Tablet	1	332.09	408 Main St	Gift Card	Returned	TRK68845230	5	FREESHIP50	Instagram	332.09	-50	83.0225	50	282.09
ORD200690	12 July 2024	C29318	Monitor	1	24.48	128 Main St	Gift Card	Returned	TRK88666721	1	No coupon	Instagram	24.48	0	6.12	0	24.48
ORD200692	23 January 2023	C25534	Desk	5	196.84	319 Main St	Credit Card	Delivered	TRK68347402	5	WINTER15	Instagram	984.2	15	246.05	147.63	836.57
ORD200698	04 January 2023	C44366	Laptop	2	388.22	169 Main St	Cash	Delivered	TRK48658394	2	WINTER15	Instagram	776.44	15	194.11	116.466	659.974
ORD200700	25 September 2024	C40201	Laptop	2	92.91	555 Main St	Cash	Returned	TRK30198779	3	WINTER15	Instagram	185.82	15	46.455	27.873	157.947
ORD200705	30 March 2025	C50114	Monitor	2	49.08	420 Main St	Debit Card	Returned	TRK20214786	7	FREESHIP50	Instagram	98.16	-50	24.54	50	48.16
ORD200727	29 September 2024	C29063	Chair	5	95.75	379 Main St	Online	Shipped	TRK92745947	8	SAVE10	Instagram	478.75	10	119.6875	47.875	430.875
ORD200743	30 September 2024	C23978	Monitor	1	576.35	549 Main St	Gift Card	Returned	TRK87090813	1	WINTER15	Instagram	576.35	15	144.0875	86.4525	489.8975
ORD200747	12 March 2025	C54277	Tablet	2	259.58	940 Main St	Debit Card	Delivered	TRK26500181	7	FREESHIP50	Instagram	519.16	-50	129.79	50	469.16
ORD200753	24 April 2024	C42270	Phone	2	241.49	864 Main St	Debit Card	Returned	TRK72697796	7	FREESHIP50	Instagram	482.98	-50	120.745	50	432.98
ORD200767	18 April 2025	C19368	Tablet	2	323.22	517 Main St	Credit Card	Delivered	TRK80436037	7	No coupon	Instagram	646.44	0	161.61	0	646.44
ORD200772	28 July 2024	C33802	Monitor	1	604.87	461 Main St	Online	Delivered	TRK25799478	4	No coupon	Instagram	604.87	0	151.2175	0	604.87
ORD200774	15 April 2025	C29701	Chair	3	20.54	257 Main St	Credit Card	Cancelled	TRK42266846	3	FREESHIP50	Instagram	61.62	-50	15.405	50	11.62
ORD200794	09 March 2023	C76653	Printer	4	384.85	988 Main St	Online	Delivered	TRK77052196	9	FREESHIP50	Instagram	1539.4	-50	384.85	50	1489.4
ORD200809	09 April 2024	C80416	Desk	5	217.43	752 Main St	Debit Card	Shipped	TRK54385892	10	SAVE10	Instagram	1087.15	10	271.7875	108.715	978.435
ORD200815	04 August 2024	C41320	Printer	3	569.84	920 Main St	Gift Card	Cancelled	TRK77539180	8	WINTER15	Instagram	1709.52	15	427.38	256.428	1453.092
ORD200823	07 October 2024	C27070	Laptop	4	653.13	973 Main St	Credit Card	Shipped	TRK83842481	8	WINTER15	Instagram	2612.52	15	653.13	391.878	2220.642
ORD200825	26 March 2025	C23899	Desk	5	271.69	543 Main St	Online	Returned	TRK88914760	7	FREESHIP50	Instagram	1358.45	-50	339.6125	50	1308.45
ORD200827	25 May 2023	C95856	Tablet	2	639.88	432 Main St	Cash	Delivered	TRK58829625	5	WINTER15	Instagram	1279.76	15	319.94	191.964	1087.796
ORD200828	24 July 2024	C86266	Chair	4	404.58	510 Main St	Cash	Shipped	TRK64576020	5	FREESHIP50	Instagram	1618.32	-50	404.58	50	1568.32
ORD200829	05 February 2023	C39551	Monitor	1	76.93	685 Main St	Debit Card	Delivered	TRK68358007	6	WINTER15	Instagram	76.93	15	19.2325	11.5395	65.3905
ORD200834	11 April 2024	C98483	Printer	5	22.14	456 Main St	Cash	Returned	TRK22084320	10	No coupon	Instagram	110.7	0	27.675	0	110.7
ORD200843	13 May 2025	C43538	Desk	3	430.06	534 Main St	Gift Card	Cancelled	TRK20961563	8	FREESHIP50	Instagram	1290.18	-50	322.545	50	1240.18
ORD200850	27 April 2025	C38557	Monitor	3	638.5	890 Main St	Debit Card	Cancelled	TRK14832238	4	FREESHIP50	Instagram	1915.5	-50	478.875	50	1865.5
ORD200857	10 March 2024	C56506	Phone	3	257.84	185 Main St	Online	Delivered	TRK86808324	4	No coupon	Instagram	773.52	0	193.38	0	773.52
ORD200879	08 April 2025	C56622	Phone	2	547.67	932 Main St	Gift Card	Shipped	TRK86373987	3	No coupon	Instagram	1095.34	0	273.835	0	1095.34
ORD200884	15 May 2024	C71471	Chair	1	595.54	817 Main St	Gift Card	Shipped	TRK52137079	4	No coupon	Instagram	595.54	0	148.885	0	595.54
ORD200894	23 May 2023	C90852	Tablet	3	575.01	852 Main St	Online	Cancelled	TRK37551831	8	WINTER15	Instagram	1725.03	15	431.2575	258.7545	1466.2755
ORD200897	03 September 2024	C87995	Laptop	4	481.48	358 Main St	Gift Card	Delivered	TRK38730545	5	SAVE10	Instagram	1925.92	10	481.48	192.592	1733.328
ORD200909	27 May 2024	C60203	Tablet	2	291.85	569 Main St	Cash	Shipped	TRK76525279	5	FREESHIP50	Instagram	583.7	-50	145.925	50	533.7
ORD200910	31 May 2024	C36174	Printer	3	308.98	348 Main St	Cash	Delivered	TRK26397548	3	SAVE10	Instagram	926.94	10	231.735	92.694	834.246
ORD200911	13 August 2024	C80872	Desk	5	396.86	593 Main St	Cash	Cancelled	TRK43967487	9	SAVE10	Instagram	1984.3	10	496.075	198.43	1785.87
ORD200918	24 June 2025	C74359	Laptop	5	368.25	706 Main St	Online	Delivered	TRK18250450	5	No coupon	Instagram	1841.25	0	460.3125	0	1841.25
ORD200920	12 March 2025	C26137	Tablet	2	428.09	978 Main St	Credit Card	Returned	TRK98110407	6	No coupon	Instagram	856.18	0	214.045	0	856.18
ORD200932	26 March 2023	C26118	Laptop	2	72.39	168 Main St	Online	Delivered	TRK15334251	7	WINTER15	Instagram	144.78	15	36.195	21.717	123.063
ORD200935	24 November 2023	C39593	Phone	3	692.71	398 Main St	Credit Card	Delivered	TRK62405253	3	FREESHIP50	Instagram	2078.13	-50	519.5325	50	2028.13
ORD200936	12 January 2024	C50612	Chair	4	56.66	737 Main St	Online	Delivered	TRK44140968	4	SAVE10	Instagram	226.64	10	56.66	22.664	203.976
ORD200939	16 April 2025	C48510	Laptop	2	521.4	212 Main St	Cash	Delivered	TRK53152886	7	SAVE10	Instagram	1042.8	10	260.7	104.28	938.52
ORD200950	31 May 2024	C19722	Laptop	1	596.24	891 Main St	Credit Card	Returned	TRK78094361	4	FREESHIP50	Instagram	596.24	-50	149.06	50	546.24
ORD200955	23 January 2023	C82068	Chair	1	408.13	164 Main St	Gift Card	Shipped	TRK25779180	3	WINTER15	Instagram	408.13	15	102.0325	61.2195	346.9105
ORD200959	13 April 2024	C73996	Tablet	2	143.82	856 Main St	Credit Card	Returned	TRK74579570	6	SAVE10	Instagram	287.64	10	71.91	28.764	258.876
ORD200970	07 September 2024	C72664	Desk	1	627.15	241 Main St	Cash	Delivered	TRK86694331	5	SAVE10	Instagram	627.15	10	156.7875	62.715	564.435
ORD200980	14 October 2023	C84320	Chair	3	69.65	107 Main St	Cash	Delivered	TRK81093218	7	WINTER15	Instagram	208.95	15	52.2375	31.3425	177.6075
ORD200988	04 February 2025	C90318	Desk	2	629.56	818 Main St	Gift Card	Cancelled	TRK52765043	5	WINTER15	Instagram	1259.12	15	314.78	188.868	1070.252
ORD200993	06 April 2024	C61384	Monitor	3	267.45	576 Main St	Gift Card	Delivered	TRK33323210	5	WINTER15	Instagram	802.35	15	200.5875	120.3525	681.9975
ORD201008	13 January 2023	C62557	Monitor	3	410.88	257 Main St	Cash	Delivered	TRK12742366	8	FREESHIP50	Instagram	1232.64	-50	308.16	50	1182.64
ORD201015	26 January 2024	C97454	Printer	2	349.4	892 Main St	Online	Shipped	TRK73249329	2	SAVE10	Instagram	698.8	10	174.7	69.88	628.92
ORD201018	08 July 2023	C77499	Laptop	3	182.48	209 Main St	Cash	Delivered	TRK20703086	3	No coupon	Instagram	547.44	0	136.86	0	547.44
ORD201020	22 April 2024	C50211	Tablet	2	26.5	312 Main St	Online	Delivered	TRK47787981	3	SAVE10	Instagram	53	10	13.25	5.3	47.7
ORD201025	17 May 2025	C28406	Chair	1	23.53	174 Main St	Gift Card	Delivered	TRK98841457	2	FREESHIP50	Instagram	23.53	-50	5.8825	50	-26.47
ORD201028	17 February 2023	C60042	Desk	4	440.31	610 Main St	Cash	Cancelled	TRK84651559	6	No coupon	Instagram	1761.24	0	440.31	0	1761.24
ORD201039	28 June 2025	C49137	Desk	2	299.23	177 Main St	Credit Card	Cancelled	TRK79362428	2	WINTER15	Instagram	598.46	15	149.615	89.769	508.691
ORD201043	11 January 2025	C43965	Tablet	2	179.96	675 Main St	Gift Card	Shipped	TRK94346739	5	No coupon	Instagram	359.92	0	89.98	0	359.92
ORD201046	07 October 2024	C85421	Tablet	3	547.15	466 Main St	Online	Shipped	TRK16524006	4	WINTER15	Instagram	1641.45	15	410.3625	246.2175	1395.2325
ORD201049	18 July 2024	C60575	Desk	5	391.86	587 Main St	Credit Card	Shipped	TRK44468232	6	No coupon	Instagram	1959.3	0	489.825	0	1959.3
ORD201050	20 August 2023	C70659	Laptop	5	69.7	722 Main St	Online	Returned	TRK49663597	9	No coupon	Instagram	348.5	0	87.125	0	348.5
ORD201054	29 November 2023	C42949	Printer	1	660.66	447 Main St	Debit Card	Delivered	TRK46415143	3	WINTER15	Instagram	660.66	15	165.165	99.099	561.561
ORD201058	08 September 2023	C32943	Desk	2	412.14	127 Main St	Credit Card	Returned	TRK26949106	2	FREESHIP50	Instagram	824.28	-50	206.07	50	774.28
ORD201059	22 September 2024	C73629	Desk	1	265.64	601 Main St	Credit Card	Returned	TRK11492924	3	WINTER15	Instagram	265.64	15	66.41	39.846	225.794
ORD201066	20 December 2023	C10791	Desk	1	355.09	674 Main St	Debit Card	Cancelled	TRK20321248	5	SAVE10	Instagram	355.09	10	88.7725	35.509	319.581
ORD201067	06 June 2023	C78959	Phone	2	316.2	384 Main St	Online	Returned	TRK37426359	2	No coupon	Instagram	632.4	0	158.1	0	632.4
ORD201075	31 August 2024	C40949	Monitor	2	552.63	609 Main St	Debit Card	Delivered	TRK43066749	7	WINTER15	Instagram	1105.26	15	276.315	165.789	939.471
ORD201085	21 May 2023	C28049	Printer	2	646.69	404 Main St	Debit Card	Shipped	TRK91426444	7	WINTER15	Instagram	1293.38	15	323.345	194.007	1099.373
ORD201087	23 March 2025	C84134	Laptop	4	693.07	530 Main St	Online	Shipped	TRK48659380	8	SAVE10	Instagram	2772.28	10	693.07	277.228	2495.052
ORD201088	30 November 2023	C49831	Desk	3	491.43	213 Main St	Gift Card	Shipped	TRK21232601	6	WINTER15	Instagram	1474.29	15	368.5725	221.1435	1253.1465
ORD201089	15 March 2025	C13324	Tablet	2	599.74	440 Main St	Gift Card	Shipped	TRK66967997	2	No coupon	Instagram	1199.48	0	299.87	0	1199.48
ORD201090	25 February 2023	C61225	Monitor	2	650.25	996 Main St	Gift Card	Returned	TRK37022954	6	No coupon	Instagram	1300.5	0	325.125	0	1300.5
ORD201093	09 June 2023	C86773	Phone	4	197.36	557 Main St	Gift Card	Returned	TRK22612240	9	FREESHIP50	Instagram	789.44	-50	197.36	50	739.44
ORD201094	28 June 2023	C66093	Printer	4	648.91	615 Main St	Credit Card	Shipped	TRK54950785	6	SAVE10	Instagram	2595.64	10	648.91	259.564	2336.076
ORD201100	17 August 2023	C15146	Laptop	5	38.11	428 Main St	Debit Card	Cancelled	TRK79790530	6	WINTER15	Instagram	190.55	15	47.6375	28.5825	161.9675
ORD201102	03 June 2024	C98474	Chair	4	347.17	997 Main St	Debit Card	Shipped	TRK86192984	8	No coupon	Instagram	1388.68	0	347.17	0	1388.68
ORD201104	25 July 2024	C17075	Tablet	4	314.76	850 Main St	Online	Shipped	TRK63547510	8	No coupon	Instagram	1259.04	0	314.76	0	1259.04
ORD201108	20 March 2023	C35136	Laptop	1	634.94	462 Main St	Online	Cancelled	TRK49753703	5	WINTER15	Instagram	634.94	15	158.735	95.241	539.699
ORD201109	08 April 2024	C62277	Printer	4	77.47	474 Main St	Gift Card	Returned	TRK32026174	7	SAVE10	Instagram	309.88	10	77.47	30.988	278.892
ORD201111	06 May 2023	C24047	Monitor	4	234.45	362 Main St	Online	Cancelled	TRK91338580	9	FREESHIP50	Instagram	937.8	-50	234.45	50	887.8
ORD201112	13 October 2023	C76929	Desk	1	356.81	563 Main St	Online	Delivered	TRK80694400	1	WINTER15	Instagram	356.81	15	89.2025	53.5215	303.2885
ORD201121	28 May 2023	C98354	Phone	3	50.34	393 Main St	Gift Card	Returned	TRK43070888	3	FREESHIP50	Instagram	151.02	-50	37.755	50	101.02
ORD201124	09 May 2023	C33744	Chair	4	576.87	888 Main St	Gift Card	Returned	TRK40245983	5	No coupon	Instagram	2307.48	0	576.87	0	2307.48
ORD201130	16 February 2025	C24347	Laptop	2	323.45	533 Main St	Credit Card	Returned	TRK27233265	5	FREESHIP50	Instagram	646.9	-50	161.725	50	596.9
ORD201153	16 December 2024	C98317	Monitor	4	696.71	276 Main St	Debit Card	Shipped	TRK37172138	4	No coupon	Instagram	2786.84	0	696.71	0	2786.84
ORD201159	23 February 2024	C66112	Desk	4	466.7	874 Main St	Debit Card	Returned	TRK60955607	8	No coupon	Instagram	1866.8	0	466.7	0	1866.8
ORD201163	11 June 2024	C30643	Laptop	3	306.29	966 Main St	Credit Card	Returned	TRK19477485	7	WINTER15	Instagram	918.87	15	229.7175	137.8305	781.0395
ORD201169	23 December 2024	C15849	Chair	1	525.43	643 Main St	Cash	Cancelled	TRK26794546	2	SAVE10	Instagram	525.43	10	131.3575	52.543	472.887
ORD201179	08 January 2023	C84630	Laptop	5	518.55	907 Main St	Credit Card	Cancelled	TRK48054997	6	WINTER15	Instagram	2592.75	15	648.1875	388.9125	2203.8375
ORD201190	08 June 2025	C46886	Desk	3	616.39	754 Main St	Credit Card	Shipped	TRK82791646	6	FREESHIP50	Instagram	1849.17	-50	462.2925	50	1799.17
ORD201197	13 July 2023	C79674	Tablet	2	436.84	275 Main St	Online	Delivered	TRK88039356	2	FREESHIP50	Instagram	873.68	-50	218.42	50	823.68
ORD201198	22 August 2024	C64753	Chair	4	262.52	509 Main St	Debit Card	Cancelled	TRK71683331	4	WINTER15	Instagram	1050.08	15	262.52	157.512	892.568
ORD200002	27 February 2024	C81728	Tablet	5	550.68	512 Main St	Credit Card	Cancelled	TRK42903982	8	FREESHIP50	Email	2753.4	-50	688.35	50	2703.4
ORD200004	08 May 2025	C81840	Printer	4	626.01	668 Main St	Online	Delivered	TRK29241424	8	SAVE10	Email	2504.04	10	626.01	250.404	2253.636
ORD200008	02 April 2025	C26817	Phone	2	134.28	904 Main St	Gift Card	Cancelled	TRK61042692	2	No coupon	Email	268.56	0	67.14	0	268.56
ORD200011	17 February 2024	C93861	Monitor	3	49.14	831 Main St	Online	Returned	TRK48234646	7	SAVE10	Email	147.42	10	36.855	14.742	132.678
ORD200016	24 January 2023	C28976	Printer	2	533.81	914 Main St	Credit Card	Pending	TRK13194259	3	FREESHIP50	Email	1067.62	-50	266.905	50	1017.62
ORD200025	24 July 2024	C42577	Monitor	1	399.98	709 Main St	Debit Card	Delivered	TRK69423327	3	WINTER15	Email	399.98	15	99.995	59.997	339.983
ORD200028	21 November 2023	C59823	Phone	4	160.07	568 Main St	Online	Pending	TRK65895539	5	No coupon	Email	640.28	0	160.07	0	640.28
ORD200032	01 May 2023	C12388	Tablet	5	536.72	830 Main St	Cash	Delivered	TRK99261395	10	No coupon	Email	2683.6	0	670.9	0	2683.6
ORD200047	19 July 2023	C38134	Desk	2	209.94	323 Main St	Credit Card	Returned	TRK42450754	3	FREESHIP50	Email	419.88	-50	104.97	50	369.88
ORD200049	07 October 2023	C11985	Printer	1	30.44	633 Main St	Credit Card	Shipped	TRK53272402	1	SAVE10	Email	30.44	10	7.61	3.044	27.396
ORD200054	27 March 2025	C48120	Chair	1	280.25	623 Main St	Online	Pending	TRK11014449	5	WINTER15	Email	280.25	15	70.0625	42.0375	238.2125
ORD200062	22 August 2023	C36497	Desk	2	43.15	691 Main St	Debit Card	Pending	TRK12102911	3	WINTER15	Email	86.3	15	21.575	12.945	73.355
ORD200068	11 December 2023	C41598	Chair	3	490.92	709 Main St	Credit Card	Pending	TRK81665940	5	FREESHIP50	Email	1472.76	-50	368.19	50	1422.76
ORD200075	26 September 2023	C80651	Tablet	3	398.17	917 Main St	Debit Card	Delivered	TRK14846720	5	SAVE10	Email	1194.51	10	298.6275	119.451	1075.059
ORD200076	31 March 2024	C58638	Laptop	4	382.88	239 Main St	Cash	Cancelled	TRK38224871	6	WINTER15	Email	1531.52	15	382.88	229.728	1301.792
ORD200081	08 June 2023	C29314	Monitor	2	394.3	496 Main St	Cash	Shipped	TRK59876213	6	FREESHIP50	Email	788.6	-50	197.15	50	738.6
ORD200085	09 September 2024	C14553	Tablet	3	146.73	768 Main St	Cash	Delivered	TRK93538334	8	FREESHIP50	Email	440.19	-50	110.0475	50	390.19
ORD200090	18 September 2023	C36540	Chair	4	182.08	611 Main St	Gift Card	Delivered	TRK35828122	4	SAVE10	Email	728.32	10	182.08	72.832	655.488
ORD200097	21 January 2025	C15624	Tablet	5	619.52	922 Main St	Debit Card	Pending	TRK40621141	9	No coupon	Email	3097.6	0	774.4	0	3097.6
ORD200098	14 January 2023	C70921	Printer	2	228.54	533 Main St	Debit Card	Pending	TRK54983109	3	No coupon	Email	457.08	0	114.27	0	457.08
ORD200099	12 April 2025	C30477	Printer	1	201.58	717 Main St	Debit Card	Cancelled	TRK51829648	2	WINTER15	Email	201.58	15	50.395	30.237	171.343
ORD200102	08 March 2023	C18037	Laptop	2	70.34	944 Main St	Gift Card	Cancelled	TRK47362236	3	FREESHIP50	Email	140.68	-50	35.17	50	90.68
ORD200103	25 January 2025	C62656	Phone	4	218.43	514 Main St	Credit Card	Cancelled	TRK86296459	9	SAVE10	Email	873.72	10	218.43	87.372	786.348
ORD200104	30 July 2024	C65744	Phone	1	582.04	647 Main St	Gift Card	Delivered	TRK39906058	1	FREESHIP50	Email	582.04	-50	145.51	50	532.04
ORD200106	08 September 2023	C73514	Desk	3	465.05	126 Main St	Credit Card	Cancelled	TRK96777924	3	SAVE10	Email	1395.15	10	348.7875	139.515	1255.635
ORD200108	28 December 2024	C33099	Laptop	5	48.38	522 Main St	Gift Card	Delivered	TRK28522330	9	WINTER15	Email	241.9	15	60.475	36.285	205.615
ORD200125	06 November 2024	C91099	Phone	2	512.65	758 Main St	Credit Card	Shipped	TRK81846174	5	SAVE10	Email	1025.3	10	256.325	102.53	922.77
ORD200132	28 March 2023	C96257	Tablet	4	450.75	583 Main St	Credit Card	Shipped	TRK13137948	6	WINTER15	Email	1803	15	450.75	270.45	1532.55
ORD200134	23 June 2025	C16253	Laptop	2	199.7	583 Main St	Cash	Pending	TRK17354894	4	No coupon	Email	399.4	0	99.85	0	399.4
ORD200139	10 April 2023	C61440	Phone	1	583.9	714 Main St	Cash	Returned	TRK33114521	1	No coupon	Email	583.9	0	145.975	0	583.9
ORD200140	31 May 2025	C33110	Chair	3	528.14	388 Main St	Online	Delivered	TRK38624225	3	FREESHIP50	Email	1584.42	-50	396.105	50	1534.42
ORD200142	06 September 2023	C86374	Desk	5	272.77	573 Main St	Cash	Pending	TRK79451491	7	WINTER15	Email	1363.85	15	340.9625	204.5775	1159.2725
ORD200151	01 December 2023	C32960	Printer	5	444.76	947 Main St	Debit Card	Returned	TRK91226500	7	No coupon	Email	2223.8	0	555.95	0	2223.8
ORD200156	08 November 2024	C58808	Chair	2	269.83	651 Main St	Online	Delivered	TRK24451893	4	SAVE10	Email	539.66	10	134.915	53.966	485.694
ORD200159	31 October 2023	C48965	Printer	1	299.35	819 Main St	Credit Card	Cancelled	TRK50921780	5	WINTER15	Email	299.35	15	74.8375	44.9025	254.4475
ORD200167	27 May 2023	C88304	Chair	2	384.14	219 Main St	Online	Returned	TRK44268941	2	WINTER15	Email	768.28	15	192.07	115.242	653.038
ORD200169	07 April 2024	C35785	Printer	1	427.82	732 Main St	Online	Delivered	TRK78923089	2	WINTER15	Email	427.82	15	106.955	64.173	363.647
ORD200172	06 April 2025	C34134	Printer	1	254.12	365 Main St	Online	Delivered	TRK43074303	1	WINTER15	Email	254.12	15	63.53	38.118	216.002
ORD200174	16 April 2024	C51145	Printer	4	600.81	790 Main St	Debit Card	Delivered	TRK59154274	9	SAVE10	Email	2403.24	10	600.81	240.324	2162.916
ORD200179	24 November 2024	C27401	Laptop	3	539.91	500 Main St	Credit Card	Delivered	TRK14332053	8	No coupon	Email	1619.73	0	404.9325	0	1619.73
ORD200183	18 April 2024	C39246	Monitor	5	186.28	258 Main St	Debit Card	Delivered	TRK16658182	8	SAVE10	Email	931.4	10	232.85	93.14	838.26
ORD200189	05 July 2023	C48939	Printer	5	429.45	597 Main St	Gift Card	Cancelled	TRK62786764	5	WINTER15	Email	2147.25	15	536.8125	322.0875	1825.1625
ORD200190	31 August 2024	C35483	Printer	3	223.7	725 Main St	Cash	Returned	TRK79638203	3	SAVE10	Email	671.1	10	167.775	67.11	603.99
ORD200195	22 April 2024	C63619	Chair	3	619.21	801 Main St	Debit Card	Cancelled	TRK65385674	6	No coupon	Email	1857.63	0	464.4075	0	1857.63
ORD200196	24 January 2025	C40882	Desk	4	217.13	719 Main St	Cash	Delivered	TRK64165503	8	WINTER15	Email	868.52	15	217.13	130.278	738.242
ORD200202	06 February 2025	C36938	Monitor	3	253.98	636 Main St	Credit Card	Cancelled	TRK52522904	3	FREESHIP50	Email	761.94	-50	190.485	50	711.94
ORD200205	04 March 2023	C19266	Desk	3	147.39	609 Main St	Debit Card	Returned	TRK58357269	3	No coupon	Email	442.17	0	110.5425	0	442.17
ORD200206	16 April 2024	C31072	Laptop	4	229.1	729 Main St	Gift Card	Returned	TRK77172975	8	WINTER15	Email	916.4	15	229.1	137.46	778.94
ORD200211	03 January 2025	C54390	Printer	3	193.58	185 Main St	Gift Card	Pending	TRK83853742	7	FREESHIP50	Email	580.74	-50	145.185	50	530.74
ORD200212	20 June 2023	C53215	Monitor	1	265.38	367 Main St	Credit Card	Cancelled	TRK34751835	6	WINTER15	Email	265.38	15	66.345	39.807	225.573
ORD200213	20 April 2023	C71122	Laptop	1	634.4	317 Main St	Cash	Cancelled	TRK54757882	6	SAVE10	Email	634.4	10	158.6	63.44	570.96
ORD200219	02 May 2025	C48946	Laptop	5	61.97	457 Main St	Cash	Delivered	TRK99387220	6	SAVE10	Email	309.85	10	77.4625	30.985	278.865
ORD200230	16 December 2023	C94595	Desk	4	61.91	948 Main St	Gift Card	Delivered	TRK24497305	6	WINTER15	Email	247.64	15	61.91	37.146	210.494
ORD200236	01 January 2023	C14847	Monitor	1	318.81	562 Main St	Debit Card	Pending	TRK39663243	3	WINTER15	Email	318.81	15	79.7025	47.8215	270.9885
ORD200239	11 December 2024	C20256	Tablet	3	538.74	456 Main St	Online	Shipped	TRK71127943	6	FREESHIP50	Email	1616.22	-50	404.055	50	1566.22
ORD200241	16 May 2023	C20817	Chair	5	615.67	407 Main St	Online	Pending	TRK44164590	6	SAVE10	Email	3078.35	10	769.5875	307.835	2770.515
ORD200247	20 July 2023	C14600	Printer	2	220.9	785 Main St	Gift Card	Shipped	TRK84984764	4	No coupon	Email	441.8	0	110.45	0	441.8
ORD200250	05 April 2023	C93379	Desk	3	42.95	318 Main St	Gift Card	Returned	TRK67954150	8	SAVE10	Email	128.85	10	32.2125	12.885	115.965
ORD200251	15 May 2025	C93175	Monitor	4	14.69	814 Main St	Cash	Cancelled	TRK32995144	9	No coupon	Email	58.76	0	14.69	0	58.76
ORD200261	28 May 2025	C68976	Phone	5	173.65	460 Main St	Gift Card	Delivered	TRK25491356	9	SAVE10	Email	868.25	10	217.0625	86.825	781.425
ORD200273	27 October 2024	C11849	Tablet	2	238.25	974 Main St	Online	Cancelled	TRK91195261	7	FREESHIP50	Email	476.5	-50	119.125	50	426.5
ORD200279	20 October 2023	C69167	Chair	3	55.01	263 Main St	Online	Pending	TRK12425655	7	WINTER15	Email	165.03	15	41.2575	24.7545	140.2755
ORD200295	25 January 2023	C49009	Printer	5	107.48	278 Main St	Debit Card	Cancelled	TRK46285799	9	FREESHIP50	Email	537.4	-50	134.35	50	487.4
ORD200298	19 December 2023	C19402	Printer	4	301.17	267 Main St	Online	Cancelled	TRK97825212	6	No coupon	Email	1204.68	0	301.17	0	1204.68
ORD200301	11 May 2023	C31105	Chair	1	583.99	726 Main St	Cash	Cancelled	TRK40149095	2	SAVE10	Email	583.99	10	145.9975	58.399	525.591
ORD200307	01 July 2023	C92407	Laptop	3	557.41	135 Main St	Online	Delivered	TRK11755610	4	No coupon	Email	1672.23	0	418.0575	0	1672.23
ORD200315	12 May 2025	C59139	Tablet	5	91.67	301 Main St	Online	Cancelled	TRK45507090	9	FREESHIP50	Email	458.35	-50	114.5875	50	408.35
ORD200327	25 July 2023	C17302	Phone	1	359.99	385 Main St	Gift Card	Cancelled	TRK43940016	5	SAVE10	Email	359.99	10	89.9975	35.999	323.991
ORD200335	03 March 2025	C58721	Tablet	3	205.86	978 Main St	Gift Card	Shipped	TRK34801199	4	No coupon	Email	617.58	0	154.395	0	617.58
ORD200337	29 May 2023	C77763	Tablet	3	502.77	599 Main St	Debit Card	Returned	TRK66980447	8	WINTER15	Email	1508.31	15	377.0775	226.2465	1282.0635
ORD200340	23 April 2023	C76207	Laptop	5	521.25	826 Main St	Cash	Cancelled	TRK25569378	8	No coupon	Email	2606.25	0	651.5625	0	2606.25
ORD200341	23 September 2024	C94671	Tablet	1	167.15	293 Main St	Gift Card	Shipped	TRK61357272	5	WINTER15	Email	167.15	15	41.7875	25.0725	142.0775
ORD200348	13 March 2024	C24369	Laptop	3	359.73	885 Main St	Debit Card	Returned	TRK72633998	7	FREESHIP50	Email	1079.19	-50	269.7975	50	1029.19
ORD200363	24 May 2024	C31668	Laptop	5	113.87	871 Main St	Credit Card	Pending	TRK42584392	6	SAVE10	Email	569.35	10	142.3375	56.935	512.415
ORD200369	22 December 2024	C43545	Monitor	5	375.25	216 Main St	Gift Card	Pending	TRK73937402	9	SAVE10	Email	1876.25	10	469.0625	187.625	1688.625
ORD200383	20 January 2023	C18944	Chair	4	393.8	837 Main St	Credit Card	Pending	TRK45275439	7	SAVE10	Email	1575.2	10	393.8	157.52	1417.68
ORD200386	28 April 2023	C12421	Tablet	1	93.02	373 Main St	Online	Returned	TRK32588504	4	No coupon	Email	93.02	0	23.255	0	93.02
ORD200392	28 February 2024	C95100	Phone	1	627.2	197 Main St	Online	Delivered	TRK47366265	1	WINTER15	Email	627.2	15	156.8	94.08	533.12
ORD200396	01 December 2023	C99217	Tablet	5	287.13	778 Main St	Online	Shipped	TRK82004594	10	SAVE10	Email	1435.65	10	358.9125	143.565	1292.085
ORD200405	26 January 2025	C97774	Monitor	4	451.97	603 Main St	Online	Cancelled	TRK64664424	7	WINTER15	Email	1807.88	15	451.97	271.182	1536.698
